,0,1,2,3,4
66,0.94851494,0.9482003,0.9472539,0.94693816,0.9466236
67,0.9512535,0.95093817,0.94999325,0.9496772,0.9493619
68,0.95399004,0.95367515,0.9527295,0.952414,0.9520994
69,0.9567227,0.95640695,0.9554615,0.9551465,0.95483136
70,0.95945203,0.95913696,0.958191,0.9578758,0.9575607
71,0.96217716,0.9618621,0.9609168,0.9606017,0.96028626
72,0.9649004,0.96458536,0.96363896,0.96332395,0.9630087
73,0.96762,0.9673046,0.96635884,0.96604353,0.965728
74,0.9703345,0.9700202,0.9690736,0.9687591,0.9684439
75,0.97304803,0.9727329,0.97178715,0.97147197,0.97115576
76,0.97575617,0.97544163,0.9744957,0.9741804,0.97386533
77,0.97846305,0.9781482,0.9772025,0.9768872,0.9765727
78,0.98116595,0.9808506,0.9799052,0.97958934,0.97927463
79,0.98386556,0.9835503,0.9826043,0.9822895,0.98197424
80,0.98656094,0.9862467,0.9853001,0.9849847,0.98467004
81,0.98925555,0.98893976,0.98799336,0.98767877,0.9873637
82,0.9919449,0.99162924,0.99068373,0.99036837,0.99005353
83,0.99463093,0.9943165,0.9933709,0.9930545,0.99274
84,0.997315,0.9969996,0.99605393,0.99573857,0.99542266
85,0.99999464,0.9996789,0.99873334,0.9984183,0.998103
86,1.0026712,1.002356,1.0014098,1.001095,1.0007796
87,1.0053445,1.00503,1.0040839,1.0037693,1.0034533
88,1.0080154,1.0076997,1.0067539,1.0064396,1.006124
89,1.0106832,1.0103675,1.0094215,1.0091058,1.0087912
90,1.0133467,1.0130305,1.0120857,1.01177,1.011455
91,1.0160072,1.0156918,1.0147468,1.0144312,1.0141159
92,1.0186664,1.0183508,1.0174046,1.0170901,1.016774
93,1.0213201,1.021005,1.0200592,1.0197439,1.0194293
94,1.023972,1.0236562,1.0227109,1.0223955,1.0220801
95,1.0266196,1.0263038,1.0253592,1.0250438,1.0247293
96,1.0292655,1.0289507,1.0280045,1.0276889,1.0273744
97,1.0319076,1.0315914,1.0306463,1.0303307,1.0300156
98,1.0345469,1.0342317,1.0332859,1.0329704,1.0326555
99,1.0371825,1.0368664,1.0359206,1.0356061,1.0352901
100,1.0398159,1.0395001,1.0385542,1.0382397,1.0379233
