,0,1,2,3
85,-0.2913184,-0.45345414,-0.56730676,-0.6811604
86,-0.2897545,-0.45025852,-0.5639295,-0.67778206
87,-0.28819272,-0.44719264,-0.5605568,-0.6744098
88,-0.28663257,-0.44420964,-0.5571872,-0.6710409
89,-0.2850746,-0.44196317,-0.5538225,-0.6676755
90,-0.2835178,-0.44040677,-0.5504626,-0.6643146
91,-0.28196406,-0.43885252,-0.54710466,-0.660958
92,-0.28041044,-0.4372988,-0.54375064,-0.6576031
93,-0.27885967,-0.43574825,-0.54040277,-0.65425444
94,-0.27731094,-0.4341993,-0.5370572,-0.65091074
95,-0.27576402,-0.43265253,-0.5337174,-0.64756864
96,-0.27421835,-0.4311072,-0.5303791,-0.64423233
97,-0.27267495,-0.42956385,-0.52704686,-0.6408987
98,-0.2711332,-0.428021,-0.52371645,-0.63756907
99,-0.26959336,-0.42648217,-0.520392,-0.63424456
100,-0.26805508,-0.42494375,-0.5170704,-0.63092214
