,0,1,2,3
41,-0.5109634,-0.66551054,-0.7170275,-0.76854414
42,-0.50655687,-0.6611061,-0.7126213,-0.76413727
43,-0.50215805,-0.6567054,-0.7082229,-0.7597387
44,-0.49776354,-0.6523121,-0.7038284,-0.75534457
45,-0.49337438,-0.6479227,-0.6994394,-0.7509552
46,-0.48899183,-0.64353997,-0.69505703,-0.74657303
47,-0.48461416,-0.6391627,-0.69067895,-0.7421946
48,-0.48024434,-0.634792,-0.68630713,-0.7378232
49,-0.47587457,-0.6304255,-0.6819398,-0.7334574
50,-0.4715136,-0.62606347,-0.6775806,-0.72909635
51,-0.4671586,-0.62170756,-0.6732229,-0.7247393
52,-0.46280926,-0.6173592,-0.6688745,-0.7203914
53,-0.4584653,-0.6130134,-0.66452914,-0.7160453
54,-0.45412433,-0.60867345,-0.6601889,-0.7117055
55,-0.44979188,-0.60434026,-0.6558551,-0.70737123
56,-0.44546247,-0.60001016,-0.6515274,-0.7030427
57,-0.4411392,-0.5956879,-0.647204,-0.6987199
58,-0.4368205,-0.5913712,-0.6428861,-0.6944014
59,-0.43250948,-0.5870582,-0.6385727,-0.6900889
60,-0.42820144,-0.58274925,-0.63426536,-0.6857805
61,-0.42390013,-0.57844883,-0.62996405,-0.68148017
62,-0.41960216,-0.57415015,-0.625666,-0.677181
63,-0.4153108,-0.5698603,-0.6213757,-0.6728899
64,-0.4110248,-0.5655732,-0.6170888,-0.6686059
65,-0.40674534,-0.5612932,-0.61281055,-0.6643262
66,-0.40246835,-0.55701816,-0.608535,-0.66005
67,-0.39819956,-0.5527476,-0.60426396,-0.6557821
68,-0.3939327,-0.5484816,-0.5999984,-0.6515144
69,-0.38967347,-0.54422283,-0.5957386,-0.6472549
70,-0.38541937,-0.5399685,-0.5914831,-0.64299977
71,-0.38116953,-0.5357175,-0.5872351,-0.6387508
72,-0.37692413,-0.5314726,-0.5829897,-0.63450575
73,-0.3726854,-0.5272335,-0.5787494,-0.6302666
74,-0.3684532,-0.5230012,-0.57451767,-0.62603307
75,-0.36422333,-0.5187714,-0.57028794,-0.6218048
76,-0.3600011,-0.51454985,-0.56606483,-0.61758184
77,-0.35578135,-0.51033,-0.5618453,-0.6133614
78,-0.3515662,-0.5061155,-0.55763096,-0.6091497
79,-0.34735963,-0.50190866,-0.55342454,-0.60493904
80,-0.3431563,-0.49770507,-0.5492197,-0.60073775
81,-0.3389568,-0.49350506,-0.5450216,-0.5965372
82,-0.33476344,-0.48931348,-0.54082906,-0.59234405
83,-0.3305752,-0.48512512,-0.5366412,-0.5881564
84,-0.32639322,-0.48094174,-0.53245676,-0.583974
85,-0.32221478,-0.47676346,-0.52827954,-0.5797959
86,-0.31804106,-0.4725906,-0.5241067,-0.5756221
87,-0.3138922,-0.46842098,-0.51993746,-0.5714541
88,-0.3097881,-0.4642581,-0.51577425,-0.56729084
89,-0.30568978,-0.460101,-0.5116162,-0.5631323
90,-0.30159497,-0.4559473,-0.5074644,-0.5589793
91,-0.2975051,-0.45179978,-0.50331545,-0.5548307
92,-0.29341993,-0.44765496,-0.49917084,-0.5506869
93,-0.2893404,-0.44351712,-0.49503306,-0.5465489
94,-0.28526682,-0.43938363,-0.4908986,-0.5424153
95,-0.2811972,-0.43525568,-0.4867711,-0.53828716
96,-0.27713096,-0.4311295,-0.48264584,-0.534163
97,-0.27307084,-0.42701322,-0.4785276,-0.5300443
98,-0.2690152,-0.42289808,-0.47441313,-0.52592933
99,-0.26496613,-0.41879058,-0.47030494,-0.5218204
100,-0.26091978,-0.4146844,-0.4662007,-0.51771575
